,rank,tax_id,tax_name,colind,CC11CM15,CC11CM49,CC11CM87,CC11CM64,CC11CM85,CC11CM97,CC11CM80,CC11CM24,CC11CM41,CC11CM67,CC11CM6,CC11CM90,CC11CM18,CC11CM4,CC11CM13,CC11CM14,CC11CM51,CC11CM65,CC11CM74,CC11CM45,CC11CM50,CC11CM34,CC11CM84,CC11CM27,CC11CM78,CC11CM32,CC11CM81,CC11CM20,CC11CM75,CC11CM12,CC11CM28,CC11CM30,CC11CM68,CC11CM66,CC11CM58,CC11CM61,CC11CM22,CC11CM95,CC11CM17,CC11CM70,CC11CM86,CC11CM88,CC11CM54,CC11CM60,CC11CM16,CC11CM48,CC11CM35,CC11CM91,CC11CM1,CC11CM99,CC11CM72,CC11CM79,CC11CM94,CC11CM82,CC11CM93,CC11CM39,CC11CM42,CC11CM0,CC11CM76,CC11CM69,CC11CM2,CC11CM57,CC11CM63,CC11CM62,CC11CM44,CC11CM37,CC11CM33,CC11CM53,CC11CM9,CC11CM23,CC11CM55,CC11CM59,CC11CM73,CC11CM38,CC11CM25,CC11CM46,CC11CM5,CC11CM83,CC11CM11,CC11CM36,CC11CM26,CC11CM43,CC11CM8,CC11CM19,CC11CM3,CC11CM98,CC11CM77,CC11CM89,CC11CM10,CC11CM71,CC11CM21,CC11CM92,CC11CM29,CC11CM56,CC11CM52,CC11CM96,CC11CM47,CC11CM31,CC11CM40,CC11CM7
971,genus,841,Roseburia,CP003040.1035384.1036918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0,,,,,,,,,,,,,,,,,,,,680.0,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,species,1303,Streptococcus oralis,EU156767.1.1329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,species_group,671232,Streptococcus anginosus group,JX993441.1.1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,genus,1301,Streptococcus,KP009819.1.1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,genus,946234,Flavonifractor,NR_029356.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,genus,838,Prevotella,NR_041285.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8710.0,,,,,,,,,,,,,,,,,,,,,,
977,genus,29465,Veillonella,NR_074980.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,genus,1505663,Erysipelatoclostridium,NR_113243.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,genus,2035811,Pseudodesulfovibrio,NR_117904.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,genus,1301,Streptococcus,X81023.1.1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,,,,,,,
981,species,1336,Streptococcus equi,AB104843.1.1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,genus,158846,Megamonas,ADMB01000110.26493.28035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,83.0,,,,4.0,,,,,,,65.0,,4.0,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,36.0,,,,,,
983,genus,816,Bacteroides,AGXG01000059.47244.48754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,genus,816,Bacteroides,AGXI01000008.226296.227815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,genus,848,Fusobacterium,AY278616.1.1441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,species,818,Bacteroides thetaiotaomicron,AY895189.1.1346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,genus,816,Bacteroides,AY895193.1.1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,genus,1678,Bifidobacterium,CDPW01000002.48559.50058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,genus,397864,Barnesiella,CP007034.2537143.2538680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,,,,,,,,2493.0,,,,,,,,,,,,,,1393.0,,,,,,,,,,,,691.0,,,,3268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,genus,904,Acidaminococcus,EF028680.1.1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,,,,,,,,,
991,genus,1330547,Kosakonia,JF795014.1.1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,genus,122277,Pectobacterium,JMDL01000020.1715.3237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,genus,1301,Streptococcus,JN176344.1.1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,species_group,671232,Streptococcus anginosus group,KF733728.1.1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,genus,1912771,Halodesulfovibrio,NR_025978.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,genus,239759,Alistipes,NR_102944.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.0,,,
997,genus,1485,Clostridium,NR_112226.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,genus,1578,Lactobacillus,NR_113290.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,genus,816,Bacteroides,AB200221.1.1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.0,,,,,,,,,,,,,,,
1000,genus,848,Fusobacterium,AB971801.1.1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,genus,816,Bacteroides,ABJL02000006.58.1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,genus,816,Bacteroides,ABXI02000116.1.1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,genus,1301,Streptococcus,AEUW02000001.1790757.1792297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,species,573,Klebsiella pneumoniae,AF010253.1.1369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,55.0,
1005,family,171552,Prevotellaceae,AF183402.1.1453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.0,,,,,,,,,,,,,,,,,,,,,,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,species,1303,Streptococcus oralis,AFUQ01000004.3329.4860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,genus,1301,Streptococcus,AJ297216.1.1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,genus,29465,Veillonella,AMEX01000022.25.1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,290.0,,,,,,,
1009,genus,724,Haemophilus,AY613708.1.1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,genus,816,Bacteroides,CELP01000805.3695.5201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,genus,816,Bacteroides,EU136692.1.2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.0,,,,,,,,,,,,,,,,1869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,species,1510,Thermoclostridium stercorarium,HC879890.1.1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,genus,1082702,Lonsdalea,HM622349.1.1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,genus,33024,Phascolarctobacterium,HW161115.148.1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,family,186804,Peptostreptococcaceae,JX267080.1.1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,genus,838,Prevotella,NR_025300.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,genus,158846,Megamonas,NR_025514.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,30.0,,,61.0,,61.0,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,
1018,genus,239759,Alistipes,NR_102861.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.0,,,,,,,,,,,,,,,,,,,,,,601.0,,,,,,,,,2318.0,,,,,,,,,,,,,,,,,,,,,,,,,2588.0,,,,,,,,,
1019,genus,816,Bacteroides,AB510704.1.1473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,genus,283168,Odoribacter,ADMC01000038.27513.29026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,488.0,,224.0,,,,,125.0,,,,,,,,,,,176.0,,,,469.0,520.0,,,,,,,,,,,,,,,,678.0,,,,431.0,,,,,,
1021,genus,713,Actinobacillus,AE017143.1539720.1541256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,2369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,family,171552,Prevotellaceae,AF183404.1.1453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.0,,,,,,,,485.0,,,,,,,,,,,,,,,,,,,,,,,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,genus,816,Bacteroides,AGXI01000019.83527.85046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,family,171551,Porphyromonadaceae,AMEQ01000001.1.1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,genus,544,Citrobacter,BBMX01000029.26.1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,genus,816,Bacteroides,CP002352.1392984.1394495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541.0,,
1027,genus,397864,Barnesiella,CP007034.2723148.2724685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,,,55.0,,,,,,,,,,,2771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,genus,82976,Buttiauxella,HF679035.1.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,genus,375288,Parabacteroides,JNHU01000005.172039.173465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,genus,2147,Acholeplasma,L33734.45.1457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,genus,253238,Ethanoligenens,LM995447.549213.550713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,genus,122277,Pectobacterium,NR_026046.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,
1033,genus,1578,Lactobacillus,NR_041796.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,genus,1485,Clostridium,NR_043557.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,species,649756,Anaerostipes hadrus,NR_117138.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067.0,,,,,,,,,,,,,,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,,,,,,,,,1371.0,,,,,,,,,,,,,,,
1036,family,186803,Lachnospiraceae,AAVP02000040.351.1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.0,,,,,,,,,,,,,,,,,,,,,,,,3049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,genus,816,Bacteroides,AB253730.1.1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.0,,730.0,298.0,,,,,,,,,,,,887.0,,,,2077.0,,4656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.0,,,,,,,,,,,
1038,genus,1301,Streptococcus,AB668377.1.1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,genus,207244,Anaerostipes,ABAX03000031.168.1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.0,,193.0,,,,,,,,,,,,,,,,554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,genus,838,Prevotella,ADDV01000091.4092.5603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,species,77635,Bifidobacterium subtile,AUFH01000011.3968.5462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,genus,375288,Parabacteroides,CDRH01001199.128.1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,species,1304,Streptococcus salivarius,CP000024.17814.19361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,genus,1350,Enterococcus,GQ337017.1.1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,genus,1243,Leuconostoc,HM058571.1.1471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,genus,816,Bacteroides,JHEF01000050.37729.39243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,genus,1578,Lactobacillus,KJ547681.1.1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,genus,29465,Veillonella,NR_041879.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,genus,1485,Clostridium,NR_074343.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,
1050,genus,816,Bacteroides,NR_112933.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0,,,,,,,,,,,,,,,,,,,,,,,,,756.0,,,,,,,96.0,,521.0,,
1051,genus,1678,Bifidobacterium,NR_113873.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,family,186803,Lachnospiraceae,AAVP02000025.9720.11231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067.0,,,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,,,,,,,,,,,,,,,1618.0,,,,,,,,,,,,,,,,,
1053,genus,1380,Atopobium,AF292371.1.1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,,,,,,,,
1054,species,859,Fusobacterium necrophorum,AM905356.1.1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,genus,816,Bacteroides,ASSP01000017.327225.328741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0,,,,,,,,,,,829.0,,,,,,,,1119.0,,1398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,genus,1678,Bifidobacterium,ATLK01000001.1502854.1504366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,species,1303,Streptococcus oralis,AUYF01000006.368.1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,genus,39948,Dialister,AY850116.1.1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,genus,816,Bacteroides,CP002352.281842.283354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178.0,,,,,,,,,,,,,,,,,
1060,genus,1301,Streptococcus,DQ677805.1.1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,genus,82976,Buttiauxella,FJ811872.1.1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,species,649756,Anaerostipes hadrus,FR749932.1.1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841.0,,,1292.0,,,,,,,,,,,,,,,,,,,,,,,,,59.0,813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,genus,816,Bacteroides,GM884226.1.1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0,,,,,,,1774.0,,,,,,,,,,,,,,1803.0,,,,,,,2816.0,,,814.0,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,
1064,species,28901,Salmonella enterica,HQ242727.1.1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,species_group,1344959,Citrobacter freundii complex,HQ399663.1.1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,genus,1301,Streptococcus,JN581989.1.1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,genus,29465,Veillonella,JRNT01000047.108.1676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,,,,,,,,,,,
1068,genus,872,Desulfovibrio,NR_026351.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,genus,1243,Leuconostoc,NR_040811.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
