,community,sourceSeq,seqID,organism,ncbi_tax_id,multiplicity
2783,CC11CM5,GU086205.1.1480,CC11CM5SCRc8a61dac55ce406c8e2ab62e765428f5,Flavonifractor plautii,292800,146
2784,CC11CM5,HQ457025.1.1483,CC11CM5SCR42be984cb85747ebb639cb558ceaa3ff,Faecalibacterium prausnitzii,853,478
2785,CC11CM5,HQ717311.1.1298,CC11CM5SCRd48a6ccc551a4fcb87875ac6e2b6460c,Haemophilus haemoglobinophilus,733,492
2786,CC11CM5,HW313945.1.1495,CC11CM5SCRbe94f08befa54c3687f46ecb85e5f2ce,Blautia coccoides,1532,596
2787,CC11CM5,JF272614.1.1438,CC11CM5SCR8c7dde514ac74d48acafc9b314da3a5d,Citrobacter amalonaticus,35703,18
2788,CC11CM5,JGYV01000004.18610.19972,CC11CM5SCR62db3bc7cc67454ba9c3d40d4f780df5,Bifidobacterium cuniculi,1688,191
2789,CC11CM5,JN837495.1.1476,CC11CM5SCRb7be9276b0a54d3f83f10ef7002606bf,Peptoniphilus obesi,1118062,1
2790,CC11CM5,JPJD01000056.3683.5194,CC11CM5SCR356b5124357f4d99a779a09323cc4b1b,Intestinimonas butyriciproducens,1297617,2
2791,CC11CM5,KF374935.1.1409,CC11CM5SCRbc045ff86337431789b466b06e0acd19,Blautia wexlerae,418240,1491
2792,CC11CM5,KF879137.1.1514,CC11CM5SCRd49d8b0b39b742c5b00e51840924f030,Leuconostoc pseudomesenteroides,33968,1
2793,CC11CM5,LC010692.1.1492,CC11CM5SCR4ec56f6b8dd14cc78098e81854ae3c43,Blautia luti,89014,992
2794,CC11CM5,NR_025569.1,CC11CM5SCR1d555381857f413984d8a3199c8c7107,Escherichia albertii,208962,3327
2795,CC11CM5,NR_025670.1,CC11CM5SCRcee161dce558462db0d573bc752910af,Pseudoflavonifractor capillosus ATCC 29799,411467,3
2796,CC11CM5,NR_028883.1,CC11CM5SCR7e407e8080dd484cbfcc410cff5187cf,Dorea longicatena,88431,1094
2797,CC11CM5,NR_041642.1,CC11CM5SCR865612092c4446c2b758ba98be82d8b5,Bacteroides graminisolvens,477666,896
2798,CC11CM5,NR_041668.1,CC11CM5SCR9e218bdcc9e847e8bf3345a92f99113a,Barnesiella intestinihominis YIT 11860,742726,385
2799,CC11CM5,NR_041895.1,CC11CM5SCR4c5ab95af4f14194a1b9149159d8c436,Dialister micraerophilus DSM 19965,888062,160
2800,CC11CM5,NR_042007.1,CC11CM5SCR5ff6b379b8344c9f9243c9b38b8b95fb,Roseburia inulinivorans DSM 16841,622312,291
2801,CC11CM5,NR_042153.1,CC11CM5SCR0751f59613eb4529a7b6578dcab18cb2,Clostridium estertheticum subsp. laramiense,205326,19
2802,CC11CM5,NR_042803.1,CC11CM5SCR4c1a87e7464c435f9556ae1b81038cda,Porphyromonas endodontalis,28124,609
2803,CC11CM5,NR_042959.1,CC11CM5SCRe91e8a26b16c40e6ac569553adeb7c72,Acholeplasma morum,264637,15
2804,CC11CM5,NR_074902.1,CC11CM5SCRfe8a00c55ae74d79972ae347df8fbf87,Escherichia fergusonii ATCC 35469,585054,1166
2805,CC11CM5,NR_102884.1,CC11CM5SCR3f3f1dd797bf4508a2f59dc0f68f12ca,Ruminococcus champanellensis 18P13 = JCM 17042,213810,1041
2806,CC11CM5,NR_104842.1,CC11CM5SCRa3574ceb2d474945a941d0869dbbfebe,Eubacterium uniforme,39495,1339
2807,CC11CM5,NR_104846.1,CC11CM5SCR8ff93ceb2f974147968ab66fd3cc023f,Gemmiger formicilis,745368,521
2808,CC11CM5,NR_113175.1,CC11CM5SCRb20c764451154b78bc3f8529d99192ed,Bifidobacterium biavatii DSM 23969,1437608,67
2809,CC11CM5,NR_113270.1,CC11CM5SCR5756fb13224d4e988a92eb64ea809c83,Blautia producta ATCC 27340 = DSM 2950,1121114,744
2810,CC11CM5,NR_114316.1,CC11CM5SCR36771a72b681480d819e12cb6f6465cf,Bacteroides reticulotermitis JCM 10512,1445607,1105
2811,CC11CM5,NR_118156.1,CC11CM5SCR0eb65d5daeeb4a3eaf4bb5d4b8894223,Oscillibacter ruminantium GH1,1007096,99
2812,CC11CM5,NR_119284.1,CC11CM5SCR32775248a87c4af7b0a1604d83e9802b,[Clostridium] thermosuccinogenes,84032,662
2813,CC11CM5,NR_121725.1,CC11CM5SCR3d4e79c0ec02417b9a3d7c168b762891,Eubacterium acidaminophilum,1731,469
2814,CC11CM5,S44205.1.1376,CC11CM5SCRd3d22eb2e1e6483bbcf896da3ffe1fb0,Atopobium rimae,1383,137
2815,CC11CM5,Y18188.1.1489,CC11CM5SCR2ff7dfe1cab3492e99ab338cb45672d8,Erysipelatoclostridium,1505663,57
2816,CC11CM50,AB036759.1.1480,CC11CM50SCRd391f8f041154f78819f7e52acb11744,Pseudoramibacter alactolyticus,113287,8
2817,CC11CM50,AB064919.1.1492,CC11CM50SCR8b6cba6742d84067a8748c4a63950b72,Bacteroides coprophilus,387090,735
2818,CC11CM50,AB238598.1.1453,CC11CM50SCRf8f0c3efe20e4cf4a048d580388d0c17,Oscillibacter valericigenes,351091,1634
2819,CC11CM50,AB542765.1.1491,CC11CM50SCR39fedd0c93b948c5a67d5f5eeb8f5997,Bacteroides propionicifaciens,392838,849
2820,CC11CM50,AB547640.1.1475,CC11CM50SCRade3f049abfc4d47b58addc4f97a8822,Bacteroides faecis,674529,3819
2821,CC11CM50,AB547651.1.1480,CC11CM50SCR9ccb78d06fce4c0db7f4494a42cfcefd,Paraprevotella clara,454154,288
2822,CC11CM50,AB574482.1.1489,CC11CM50SCR7f85d12ac7ae4721b74483bb7da8d3f4,Parabacteroides chinchillae,871327,3217
2823,CC11CM50,AB649276.1.1495,CC11CM50SCR566eb008936141fb8ba0f576935a83e6,[Clostridium] propionicum,1506577,90
2824,CC11CM50,AB793710.1.1451,CC11CM50SCR8f12f193e4cb41d68abdd787708bf105,Anaerobacterium chartisolvens,1297424,83
2825,CC11CM50,ACOP02000011.248.1746,CC11CM50SCR01ae7dd4146a489d95d7b0586811a013,Faecalibacterium prausnitzii,216851,24
2826,CC11CM50,AF183406.1.1453,CC11CM50SCR58f2d434e8ac4975a763e4404e33e74f,Alloprevotella tannerae,76122,912
2827,CC11CM50,AF201899.1.1437,CC11CM50SCR6aa82308614a4afbb1b77ac81188ca85,Streptococcus alactolyticus,29389,190
2828,CC11CM50,AF473836.1.1409,CC11CM50SCR39a44b93454c478899936fc6926a56a8,Veillonella montpellierensis,187328,556
2829,CC11CM50,AKBX01000002.630005.631511,CC11CM50SCR12b1f0dde89746bc806f59889242dec5,Bacteroides eggerthii,665953,2234
2830,CC11CM50,AM295007.17043.18549,CC11CM50SCRb479a6ccdc4a440d8545681ba88a31ac,Streptococcus pyogenes,1301,299
2831,CC11CM50,AP012054.298825.300361,CC11CM50SCR7a642ef0ff7242209432103d0792d6a0,Streptococcus pasteurianus,981540,742
2832,CC11CM50,AQOB01000013.872.2389,CC11CM50SCRd477e895f189426b88ee6b28e024b193,Butyricicoccus pullicaecorum,580596,161
2833,CC11CM50,AWWG01000020.296.1831,CC11CM50SCR89f7c3f9391246ebaed6c3212f69c6ea,Coprobacter fastidiosus,1349822,897
2834,CC11CM50,CCDQ010000005.84258.85749,CC11CM50SCR319ae417259647d3a8015522d070671a,Akkermansia muciniphila,239935,211
2835,CC11CM50,CP003683.5535363.5536858,CC11CM50SCRb375079531544f9a8e85a54f8e50faad,Klebsiella oxytoca,1191061,130
2836,CC11CM50,EU821347.1.1529,CC11CM50SCRb6ae5e7540ee491c8aed7b34f2a95cc4,Lactobacillus oeni,303241,4
2837,CC11CM50,FJ611794.1.1404,CC11CM50SCR5c52a11a09104d63a3324b89d5119d60,Ruminococcus faecis,592978,557
2838,CC11CM50,GM884225.1.1501,CC11CM50SCRcd519094972b4b05a8b71ec6949954a9,Bacteroides denticanum,266833,580
2839,CC11CM50,HM626177.1.1372,CC11CM50SCRb3c5267b1059454ba7244d0614565f8a,Blautia stercoris,871664,313
2840,CC11CM50,HQ428099.1.1438,CC11CM50SCR3ed1fe15198c4956bf03c33ce46112aa,Turicibacter sanguinis,154288,46
2841,CC11CM50,HQ455040.1.1420,CC11CM50SCRc270c68e93fa459084d11d46925c7b17,Flavonifractor plautii,292800,66
2842,CC11CM50,JF514887.1.1258,CC11CM50SCRa3ab75f8dde94f7fb0dc939eaa731f7c,Catabacter hongkongensis,270498,3
2843,CC11CM50,JF795013.1.1397,CC11CM50SCRe0d1a702bd604a37a9d84be0b7778c2e,Enterobacter oryziphilus,1005667,78
2844,CC11CM50,JF926731.1.1530,CC11CM50SCR2b76be79078a4f9ebd0ac8ca6692f59e,Pectobacterium carotovorum,122277,22
2845,CC11CM50,KC311367.1.1475,CC11CM50SCRc41eecf8f4b648a0ae218c562b9f360a,Intestinimonas butyriciproducens,1297617,17
2846,CC11CM50,KF374935.1.1409,CC11CM50SCR4ffb2820c61b4e67a8ab391e8c026715,Blautia wexlerae,418240,647
2847,CC11CM50,KM360064.1.1408,CC11CM50SCRd50205d4a3ab40c19bd243e117144dde,Porphyromonas katsikii,1572876,253
2848,CC11CM50,NR_024661.1,CC11CM50SCRce72a08e944c4ab2849bdec2d5412a6d,Eubacterium ruminantium,42322,3963
2849,CC11CM50,NR_025670.1,CC11CM50SCR629e4179aa564af18eb2ee3537e91b07,Pseudoflavonifractor capillosus ATCC 29799,411467,3
2850,CC11CM50,NR_025981.1,CC11CM50SCR93a83b3493b046539241ab4249344bc8,Butyrivibrio fibrisolvens,831,31
2851,CC11CM50,NR_028883.1,CC11CM50SCR6d6a5673c4584fee859704bd8286d6b6,Dorea longicatena,88431,999
2852,CC11CM50,NR_028915.1,CC11CM50SCRc5f5ffd4cd874eb984de63bb8c30fa7e,Anaerostipes caccae,105841,1484
2853,CC11CM50,NR_029355.1,CC11CM50SCRfe489b62462c4dd0975e7b39d9d9ce86,[Clostridium] methylpentosum,84026,1166
2854,CC11CM50,NR_041691.1,CC11CM50SCRf7685911d7dd4747b91ef34db02e9923,Butyricimonas virosa,544645,4
2855,CC11CM50,NR_042879.1,CC11CM50SCR33178cb445974768989e88f1dc974009,[Haemophilus] parasuis,738,3020
2856,CC11CM50,NR_043550.1,CC11CM50SCR172e2d1684fb43269426a8f31e049e2d,[Clostridium] saccharogumia,341225,178
2857,CC11CM50,NR_102884.1,CC11CM50SCRe52eab92c63246da92fc305219861b9c,Ruminococcus champanellensis 18P13 = JCM 17042,213810,434
2858,CC11CM50,NR_102895.1,CC11CM50SCRbc21c2ccfc3b47b2a9586f9f1cb8debc,Prevotella melaninogenica ATCC 25845,553174,1306
2859,CC11CM50,NR_104846.1,CC11CM50SCR059751ad6d5145f1be5c234fda2b2ef1,Gemmiger formicilis,745368,1140
2860,CC11CM50,NR_104907.1,CC11CM50SCRcef10efa5efa43c79a17485e216d9b41,Eubacterium coprostanoligenes,290054,1390
2861,CC11CM50,NR_112143.1,CC11CM50SCRaad0326979e5411ea1a34ea17674bfb6,Bacteroides vulgatus,821,1229
2862,CC11CM50,NR_113072.1,CC11CM50SCRf7d7399674b94626a9582e8f0cd5a15a,Bacteroides rodentium JCM 16496,1236512,1585
2863,CC11CM50,NR_113073.1,CC11CM50SCRcc9cd441cf0c4fe896896022471ef34e,Barnesiella intestinihominis,487174,403
2864,CC11CM50,NR_113075.1,CC11CM50SCRcba4cebc5c434cabb517c8d7bca7c7c7,Odoribacter splanchnicus,28118,307
2865,CC11CM50,NR_113159.1,CC11CM50SCR783d717171e64757893fbe94356d8077,Atopobium parvulum DSM 20469,521095,150
2866,CC11CM50,NR_113207.1,CC11CM50SCReb6cc4e3cd084f12b5c872ed674085b1,Bacteroides stercorirosoris JCM 17103,1236514,649
2867,CC11CM50,NR_113231.1,CC11CM50SCR5a342e0bc8a64150970135a3f300c0c9,Blautia glucerasea,536633,1451
2868,CC11CM50,NR_113353.1,CC11CM50SCRf45c20c308a74bd3bd607cc0d337a4b9,Bacteroides zoogleoformans,28119,1004
2869,CC11CM50,NR_113376.1,CC11CM50SCRc1645f23198f4aa7b18bd35eaf0cd09d,Veillonella criceti,103891,143
2870,CC11CM50,NR_113570.1,CC11CM50SCR22fd9f6389fd47eeb7c67df218e01150,Veillonella tobetsuensis,1110546,224
2871,CC11CM50,NR_114799.1,CC11CM50SCR09b6c2e226d247bf9e042fa7b1fbf6c2,[Clostridium] stercorarium,1510,408
2872,CC11CM50,NR_115861.1,CC11CM50SCR3c4efaa56849410caf19ef11c6520319,Desulfovibrio lacusfryxellense,394294,190
2873,CC11CM50,NR_117154.1,CC11CM50SCR44feecd63e06493f88bee58e7d7c21b9,[Clostridium] thermoalcaliphilum,29349,73
2874,CC11CM50,NR_117566.1,CC11CM50SCR59e649aac2cd400e8270993fb0d31dc7,Peptoniphilus indolicus ATCC 29427,997350,3
2875,CC11CM50,NR_125589.1,CC11CM50SCR9ad36d4f710a469cb693ac6a855a4953,Alistipes timonensis JC136,1033731,1013
2876,CC11CM50,NR_133025.1,CC11CM50SCRdf440ffd28714f0eba42100caf22b984,Alistipes obesi,1118061,2890
2877,CC11CM50,NR_133762.1,CC11CM50SCRf3f9ca81b2aa49b5b920834bab1f85cd,Hungatella effluvii,1096246,3
2878,CC11CM50,X72867.1.1547,CC11CM50SCR456d4f9005d14e9bbe021eae599e3085,Phascolarctobacterium faecium,33025,1122
2879,CC11CM50,Z36297.1.1553,CC11CM50SCR18cfb3c0d92f4b658809a696a6bea040,Dialister pneumosintes,39950,1422
2880,CC11CM51,AB036761.1.1431,CC11CM51SCR49b4d58050ec4497955ff1b134bfa85f,Pseudoramibacter alactolyticus,113287,10
2881,CC11CM51,AB050108.1.1455,CC11CM51SCR1da9eba6d61546f4b27c5b576a9f11b8,Bacteroides ovatus,28116,664
2882,CC11CM51,AB490812.1.1611,CC11CM51SCR42f0b62a3c6749abafdaa54311a0f9e0,Phascolarctobacterium succinatutens,626940,995
2883,CC11CM51,AB554231.1.1489,CC11CM51SCRd6612a39e0ff46e4a6b8184c8d3a56b7,Alistipes onderdonkii,328813,5689
2884,CC11CM51,AB588023.1.1491,CC11CM51SCRe432f71d12d447a5a478179cd20e6ed0,Blautia glucerasea,536633,221
2885,CC11CM51,AB698912.1.1514,CC11CM51SCR7e23a8ca512c4eccb065ffa9fd82517e,Fusicatenibacter saccharivorans,1150298,640
2886,CC11CM51,AB787271.1.1442,CC11CM51SCRc05b9d8a907d47ffbefbeb19ffafdb8a,Bacteroides luti,1297750,1149
2887,CC11CM51,AB899729.1.1389,CC11CM51SCRc5ccdf0a180845bbaef813f7281a812a,Porphyromonas pogonae,867595,1150
2888,CC11CM51,ABEZ02000012.1768.3258,CC11CM51SCR2d3fda5307944f5ba3249a32d39e0211,Intestinibacter bartlettii,445973,1
2889,CC11CM51,AF183406.1.1453,CC11CM51SCR72ecddc8b3554fabbb875ddbb49fc61d,Alloprevotella tannerae,76122,503
2890,CC11CM51,AF349724.1.1508,CC11CM51SCR6dd93a3b75fc4f59b58981e7bda33459,Turicibacter sanguinis,154288,49
2891,CC11CM51,AGEL01000014.278829.280347,CC11CM51SCRf418815ae4c84add8326ad05c8473470,Stomatobaculum longum,796942,45
2892,CC11CM51,AGXG01000031.165014.166524,CC11CM51SCR7b255dc1c9ca4048940cb2a5497bae63,Bacteroides cellulosilyticus,997874,1813
2893,CC11CM51,AM055815.1.1411,CC11CM51SCR2c22788488554017b36dfe9e27934c04,Roseburia intestinalis,166486,1476
2894,CC11CM51,AQHX01000018.1891.3401,CC11CM51SCRe8d8c85e05304792890e05cac4ac9ab0,Bacteroides salyersiae,1121101,971
2895,CC11CM51,AQOB01000015.415037.416554,CC11CM51SCR19a419a8a8944083bf5f411e01b18789,Butyricicoccus pullicaecorum,580596,76
2896,CC11CM51,AVJS01000012.249.1737,CC11CM51SCR32fb617d9b59491880d37232d233f43d,Peptoclostridium difficile,1151344,203
2897,CC11CM51,AY148470.1.1523,CC11CM51SCRaa66d6f14a994c1d87c367aa832fcf8a,Bifidobacterium thermacidophilum,1678,362
2898,CC11CM51,AY724678.1.1465,CC11CM51SCR047462e587344f9faee474082711a708,Flavonifractor plautii,292800,116
2899,CC11CM51,AY879307.1.1523,CC11CM51SCR34589bf01a494ce5bb42d7138399194a,Abiotrophia defectiva,46125,408
2900,CC11CM51,CCDQ010000016.124625.126116,CC11CM51SCR6652e73c1053456ba75b7c38d63c4bd5,Akkermansia muciniphila,239935,185
2901,CC11CM51,CP001859.1715395.1716939,CC11CM51SCR93659a308634421190a13ae5f0fab554,Acidaminococcus fermentans,591001,64
2902,CC11CM51,CP003040.625894.627428,CC11CM51SCR203f27c6163c4523ad872e329b5e2ae3,Roseburia hominis,841,379
2903,CC11CM51,CP010433.1871619.1873144,CC11CM51SCRca8fe6d997384c93b3b4c433516b0e81,Bifidobacterium animalis,28025,1034
2904,CC11CM51,CP010523.1874933.1876486,CC11CM51SCR505f851520d14d20b8a31a3ac22c0f1b,Klebsiella variicola,244366,227
2905,CC11CM51,EU439432.1.1353,CC11CM51SCRc72c6a30598944dba6d5151cb8a201b6,Leuconostoc fallax,1251,7
2906,CC11CM51,FJ555518.1.1422,CC11CM51SCR9d4e7e036c464137a9c51f56c060a0f5,Enterococcus pernyi,590158,8
2907,CC11CM51,FW562652.1.1506,CC11CM51SCR9070589708e7419fb709e8d358aec865,Ruminiclostridium,1508657,325
2908,CC11CM51,GU938836.1.1465,CC11CM51SCR256e0883571943539f670275961ecd04,Peptoniphilus coxii,755172,6
2909,CC11CM51,HM626177.1.1372,CC11CM51SCR4e6d2278c6e0463dac0ee2274a0343d5,Blautia stercoris,871664,56
2910,CC11CM51,JQ346729.1.1360,CC11CM51SCR9b2d565490e14c8a9e9b06df03421dbc,Victivallis vadensis,172900,1
2911,CC11CM51,JTBE01000011.554165.555717,CC11CM51SCR93f6c0bf833340c99c1d02712a0e8d03,Escherichia coli,562,619
2912,CC11CM51,JX101685.1.1488,CC11CM51SCRca5f8f78a0654644856e6eea1300415f,Intestinimonas butyriciproducens,1470357,12
2913,CC11CM51,KF374935.1.1409,CC11CM51SCR2eca17ad0903407698b009121b9ccb65,Blautia wexlerae,418240,89
2914,CC11CM51,NR_025525.1,CC11CM51SCRab56135e79694b0a9aa52d4b680320b4,Butyrivibrio hungatei,185008,81
2915,CC11CM51,NR_025670.1,CC11CM51SCR7146f782c932433a86139d164b5093e6,Pseudoflavonifractor capillosus ATCC 29799,411467,1
2916,CC11CM51,NR_041364.1,CC11CM51SCR546097da9bf04bcdb91fc2d9cbd55f4c,Prevotella stercorea DSM 18206,1002367,578
2917,CC11CM51,NR_041448.1,CC11CM51SCR6056c3e46bb5407a80caeb089bc8e893,Bacteroides gallinarum,376806,742
2918,CC11CM51,NR_041667.1,CC11CM51SCRb70672abe2654f54a05f1d4e8768c30d,Parasutterella excrementihominis,487175,3049
2919,CC11CM51,NR_042879.1,CC11CM51SCR1dd5dad232ee45e599c3d9f61d1a93d2,[Haemophilus] parasuis,738,501
2920,CC11CM51,NR_074535.1,CC11CM51SCR881b9589ad944f27bec5f9aa084c7184,Odoribacter splanchnicus,28118,416
2921,CC11CM51,NR_074613.1,CC11CM51SCR2ffc90e56e584351a97b1b7c2d92f6f4,[Eubacterium] eligens ATCC 27750,515620,74
2922,CC11CM51,NR_074634.1,CC11CM51SCR1e5e819ad460444d813350966fc9cb88,Agathobacter rectalis ATCC 33656,515619,51
2923,CC11CM51,NR_104836.1,CC11CM51SCR691de64181be47068f6a9c4a38204df6,Lactobacillus rogosae,706562,12
2924,CC11CM51,NR_104846.1,CC11CM51SCR9133fd3a754547c1bc481abc085041ec,Gemmiger formicilis,745368,1071
2925,CC11CM51,NR_104940.1,CC11CM51SCR534a5c80d2544eee8efbb9b22618e573,Escherichia hermannii,565,1534
2926,CC11CM51,NR_112894.1,CC11CM51SCR581a2425c5af43149efcf8de5697a1a3,Bacteroides fluxus YIT 12057,763034,1406
2927,CC11CM51,NR_113014.1,CC11CM51SCR910d309621a6430aa2dd566280db9bb5,Bacteroides rodentium JCM 16496,1236512,841
2928,CC11CM51,NR_113206.1,CC11CM51SCR88b5be4dd7b447548ed33bea63be5011,Bacteroides faecichinchillae JCM 17102,1236513,2555
2929,CC11CM51,NR_113207.1,CC11CM51SCRe03a2963775d411d816d4becb74debb1,Bacteroides stercorirosoris JCM 17103,1236514,4369
2930,CC11CM51,NR_113208.1,CC11CM51SCR7bc6492db1774366a1c37c812abc9b73,Parabacteroides chinchillae,871327,1351
2931,CC11CM51,NR_114080.1,CC11CM51SCRb5607ec1ecd5481da4ccae8e15d1e853,Escherichia vulneris,566,394
2932,CC11CM51,NR_114314.1,CC11CM51SCRb988eeaca270411d8075e17c196b4228,Anaerococcus vaginalis ATCC 51170,655811,2
2933,CC11CM51,NR_115230.1,CC11CM51SCRdbf78e5fceda43189e165539a1dd6685,Ruminococcus albus 7 = DSM 20455,697329,1902
2934,CC11CM51,NR_115269.1,CC11CM51SCR9dccaca7d4bc4aa9b6789d1a08e62138,Catabacter hongkongensis,270498,8
2935,CC11CM51,NR_118316.1,CC11CM51SCRe3afc25eb86e4211b5338f88270b20ae,Coprobacter fastidiosus,1099853,471
2936,CC11CM51,NR_133025.1,CC11CM51SCRefeb6c32b49c45d9bef6d2465d50a366,Alistipes obesi,1118061,1995
2937,CC11CM51,NR_133689.1,CC11CM51SCRfb22c432e5cf4aceb1b31b0769a38915,Aestuariispira insulae,1461337,3628
2938,CC11CM51,NR_133762.1,CC11CM51SCRe824c30934ea4b6492a87fd0ff950cde,Hungatella effluvii,1096246,13
2939,CC11CM51,S44205.1.1376,CC11CM51SCRb183a9db9a3446a1adbb9633bd038c1c,Atopobium rimae,1383,79
2940,CC11CM52,AAVP02000002.246738.248249,CC11CM52SCRcdb4c3ab70f14d4293140c269cd14e06,Ruminococcus torques,411460,1131
2941,CC11CM52,AAXA02000007.1.1294,CC11CM52SCR114dd08f0b6749669079a4cb88ef8b78,Dorea formicigenerans,411461,122
2942,CC11CM52,AB036760.1.1411,CC11CM52SCRe2e356d3a1514e2e9e02ce97b64b949e,Pseudoramibacter alactolyticus,113287,11
2943,CC11CM52,AB599945.1.1412,CC11CM52SCR817c4ddae2d044228666b51d4600b55d,Bacteroides acidifaciens,85831,508
2944,CC11CM52,AB649276.1.1495,CC11CM52SCRb26ec323a2734a28809c63116e5a6acf,[Clostridium] propionicum,1506577,64
2945,CC11CM52,AB661433.1.1495,CC11CM52SCR23a9cc959ef942878887e4d95c8478ef,Roseburia faecis,301302,1778
2946,CC11CM52,AB692943.1.1419,CC11CM52SCR5288584da8274f3d8798a44ef677f542,Bacteroides reticulotermitis,1133319,3458
2947,CC11CM52,AB787271.1.1442,CC11CM52SCR5fd5cfcbfbb84b6eacb64bab0a220e6b,Bacteroides luti,1297750,2089
2948,CC11CM52,AB793710.1.1451,CC11CM52SCRa60113c8932646ecb7a2628aeca2f616,Anaerobacterium chartisolvens,1297424,19
2949,CC11CM52,AB828327.1.1542,CC11CM52SCR04906d9738334e6b83ed46e8b6e7f373,Streptococcus saliviloxodontae,1349416,4355
2950,CC11CM52,AB916502.1.1486,CC11CM52SCR4884c84d3fce450394f796a4c204ccfd,Butyricimonas paravirosa,1472417,34
2951,CC11CM52,ABEZ02000014.123.1613,CC11CM52SCRd29c1c4ded5749738baa25e6d84b660d,Intestinibacter bartlettii,445973,3
2952,CC11CM52,ABFK02000016.619821.621335,CC11CM52SCRf58ca8528ab540e9a70c602271566ab2,Alistipes putredinis,445970,347
2953,CC11CM52,ABIY02000115.212058.213573,CC11CM52SCRce13cf1386104e9f8879877db4b3dc43,Bacteroides coprocola,470145,962
2954,CC11CM52,ABQC02000019.758957.760260,CC11CM52SCRafd04dbc496349efa871b147145f65fd,Bacteroides plebeius,484018,816
2955,CC11CM52,ADMP01000058.91.1599,CC11CM52SCR606d93f998f342ff9709d7120c3c9b03,Bacteroides xylanisolvens,702444,1173
2956,CC11CM52,AFNK01000005.58.1579,CC11CM52SCR09ef58a5bc564b8eb1edcf8a2c3cfc57,Haemophilus sputorum,1035839,2043
2957,CC11CM52,AGEL01000014.278829.280347,CC11CM52SCR46747fe43f39414c90c73b47b0528b62,Stomatobaculum longum,796942,109
2958,CC11CM52,AGZO01000005.452.1966,CC11CM52SCR4fec50729635483ba3884d0566d889c6,Parabacteroides goldsteinii,999418,1594
2959,CC11CM52,AJ297217.1.1479,CC11CM52SCRae9dbeb46196456480b36b3b6ee82320,Streptococcus pasteuri,142596,941
2960,CC11CM52,AJ307888.1.1502,CC11CM52SCRc44bf233a8de4ebc8fcc43fc038bb636,Streptococcus gallinaceus,165758,1267
2961,CC11CM52,AJ748647.1.1457,CC11CM52SCRbf9a2f61be10453eb0e982ad610dc2fd,Sutterella sanguinus,282125,4351
2962,CC11CM52,AP012044.1864519.1866052,CC11CM52SCR2bb68d6984b8473f8687adbcf7c142f4,Oscillibacter valericigenes,459786,688
2963,CC11CM52,AQOB01000013.872.2389,CC11CM52SCR54c02b44609f41029f7dcecfecd5f39f,Butyricicoccus pullicaecorum,580596,121
2964,CC11CM52,AY850108.1.1416,CC11CM52SCR4ba89e7bc4284fbf83330ff72afcb814,Dialister micraerophilus,309120,1673
2965,CC11CM52,AZJD01000011.90101.91636,CC11CM52SCRf31769ff06914953a3fb5db40b3df95a,Streptococcus parasanguinis,1073372,1943
2966,CC11CM52,CP003040.625894.627428,CC11CM52SCRfd8044ea786f49feaee63c5d7669b748,Roseburia hominis,841,457
2967,CC11CM52,DQ003614.1.1445,CC11CM52SCR7d41864af2fc4b00a2cfb4259f2fbc14,Mycoplasmataceae genomosp,2147,6
2968,CC11CM52,DQ223729.1.1540,CC11CM52SCR3c0561d0497e4b25bd6d149807d0dbd6,Megasphaera sueciensis,349094,8
2969,CC11CM52,EU541435.1.1481,CC11CM52SCR4cbee347e8fd40629a89531f7bd37985,Flavonifractor plautii,292800,102
2970,CC11CM52,FJ471665.1.1428,CC11CM52SCRb99b440009dc44a0952d261eda9b5105,Fusobacterium periodonticum,860,118
2971,CC11CM52,FJ489247.1.1478,CC11CM52SCR311bc8c070a34ea2b8bfe40fe7da9c28,Megamonas hypermegale,158847,37
2972,CC11CM52,FN433034.1.1522,CC11CM52SCR953e083efa96451abc39eb5cb5189cee,Citrobacter farmeri,67824,27
2973,CC11CM52,HM534829.1.1397,CC11CM52SCR2428503e680e49378a61f36604390c57,Bifidobacterium asteroides,1684,163
2974,CC11CM52,HQ428099.1.1438,CC11CM52SCR9641defefece477c8a52afaf8aa3c941,Turicibacter sanguinis,154288,21
2975,CC11CM52,KF358443.1.1501,CC11CM52SCR716906097e4a45bfa3150ae07bbb00a1,Enterobacter aerogenes,548,27
2976,CC11CM52,KF574954.1.1384,CC11CM52SCRdcd63ec772b14c68b0fb4f51695b74bf,Abiotrophia defectiva,46125,372
2977,CC11CM52,KF999872.1.1487,CC11CM52SCRbec2f5d1d93c4a439d5e97e828a316b2,Bacteroides nordii,291645,709
2978,CC11CM52,KJ128207.1.1475,CC11CM52SCR695b9bb469fd4ec183ea773f641de889,Bifidobacterium psychraerophilum,218140,57
2979,CC11CM52,KM360064.1.1408,CC11CM52SCRd1bdd2d312224365aeffe91f82976b35,Porphyromonas katsikii,1572876,325
2980,CC11CM52,KM461969.1.1441,CC11CM52SCRe692b1b222a7423fae7b23a48d958e9f,Bacteroides pyogenes,310300,626
2981,CC11CM52,NR_026358.1,CC11CM52SCR73e8e5a252504aeda45ac0120763c678,Peptoniphilus harei,54005,1
2982,CC11CM52,NR_028915.1,CC11CM52SCRc7135cda7c2f441dbc2e27d901fbe85b,Anaerostipes caccae,105841,1050
2983,CC11CM52,NR_036819.1,CC11CM52SCR94f568a4bacc4e8ca25008de76cb881c,Atopobium rimae,1383,22
